Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Fat digestion and absorption	12/43	1.112921e-02	3.197118e-01	0	0	2.433382e+00	1.094579e+01	ABCA1;PLA2G2F;PLA2G2D;DGAT2;PLA2G1B;PLA2G10;PLA2G5;CD36;CEL;APOB;AGPAT2;ACAT1
KEGG_2021_Human	NF-kappa B signaling pathway	23/104	1.322775e-02	3.201781e-01	0	0	1.786974e+00	7.729444e+00	UBE2I;EDA;PARP1;BCL2A1;IL1R1;CSNK2A2;XIAP;TRAF2;TRAF1;EDA2R;GADD45G;NFKB2;RELB;NFKBIA;BLNK;LTA;TNFSF11;LTB;CCL19;TLR4;LAT;MYD88;BIRC3
KEGG_2021_Human	Propanoate metabolism	10/34	1.352789e-02	3.201781e-01	0	0	2.618418e+00	1.126706e+01	ACSS3;SUCLA2;PCCA;ACOX1;SUCLG1;MLYCD;ACACB;HIBCH;LDHAL6A;ACAT1
KEGG_2021_Human	Regulation of lipolysis in adipocytes	14/55	1.479847e-02	3.201781e-01	0	0	2.146840e+00	9.045136e+00	NPR1;PDE3B;AQP7;PIK3R3;PIK3R2;ADCY8;ADCY6;LIPE;FABP4;PIK3CA;PRKG2;PRKG1;MGLL;PNPLA2
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	42/219	1.519833e-02	3.201781e-01	0	0	1.495379e+00	6.260511e+00	CDKN1A;PIK3R3;XIAP;BUB1B;PIK3R2;CD3E;ADCY8;ITGAL;IL2RG;CD3D;ANAPC10;ADCY6;ETS2;ANAPC11;RELB;CDC20;CCNB2;PTTG1;CHEK2;MSX1;BUB3;HLA-DOB;MAP3K3;HLA-DRB5;MAP2K2;TGFB1;TBP;IL1R1;NFKB2;TGFBR2;NFKBIA;MAPK10;KAT2B;IL6;ESPL1;PIK3CA;LTA;CALR;TCF3;SLC25A4;MAD1L1;HLA-DQB1
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	20/89	1.684708e-02	3.327298e-01	0	0	1.823402e+00	7.446004e+00	MAP3K3;MAP2K2;CSNK2A2;PIK3R3;PIK3R2;PTPN11;CD3E;CD3D;RASGRP1;BATF;NFKBIA;IFNG;PIK3CA;PTPN6;PDCD1;NFKBIE;TLR4;LAT;MYD88;MAP2K6
KEGG_2021_Human	Rap1 signaling pathway	40/210	1.941523e-02	3.563679e-01	0	0	1.482327e+00	5.842884e+00	RGS14;SRC;ITGB3;LPAR2;PIK3R3;PIK3R2;ADCY8;ITGAL;PRKCZ;SIPA1L3;EFNA4;ADCY6;FGF3;FGF7;SIPA1L1;FGF8;PARD6A;CNR1;PDGFD;RAC2;RAC3;RALGDS;MAP2K6;VASP;VAV3;ANGPT4;MAP2K2;ANGPT1;HGF;VEGFC;ARAP3;ADORA2A;PIK3CA;RAPGEF2;PRKD2;EVL;PFN1;CALM1;RAPGEF3;LAT
KEGG_2021_Human	Tyrosine metabolism	10/36	2.029944e-02	3.563679e-01	0	0	2.416720e+00	9.418352e+00	AOC3;GSTZ1;ADH4;IL4I1;TPO;AOC2;ADH1A;TYRP1;MIF;ADH7
KEGG_2021_Human	Adipocytokine signaling pathway	16/69	2.304872e-02	3.620544e-01	0	0	1.898079e+00	7.156032e+00	CPT1A;PRKAB2;ACSL1;TRAF2;PTPN11;SLC2A4;ACACB;MAPK10;NFKBIA;STK11;LEP;LEPR;CD36;PCK1;NFKBIE;RXRG
KEGG_2021_Human	Colorectal cancer	19/86	2.308469e-02	3.620544e-01	0	0	1.783495e+00	6.721252e+00	CDKN1A;MAP2K2;TGFB1;LEF1;AXIN1;PIK3R3;PIK3R2;BBC3;TGFBR2;GADD45G;MAPK10;PIK3CA;APC;RAC2;RAC3;BIRC5;PMAIP1;BAK1;RALGDS
KEGG_2021_Human	Coronavirus disease	43/232	2.443697e-02	3.620544e-01	0	0	1.433300e+00	5.319918e+00	CFD;CSF3;RPLP1;RPL12;RPLP0;PIK3R3;PIK3R2;RPL8;IFNA8;RPS15;C6;RPS19;RPS18;RPL36;RPL14;RPS3;IL12B;RPL35;RPS2;RPS11;IKBKE;RPS9;VWF;RPS8;MMP3;ISG15;TYK2;NFKBIA;MAPK10;CXCL10;IL6;PIK3CA;RPL27A;FAU;MASP1;RPL29;RPL28;TLR4;CFB;RPS24;MYD88;IRF9;IFNAR1
KEGG_2021_Human	Epstein-Barr virus infection	38/202	2.660220e-02	3.620544e-01	0	0	1.459167e+00	5.292050e+00	CDKN1A;PIK3R3;PIK3R2;CD3E;ITGAL;CD3D;IFNA8;RELB;PSMD4;SAP30L;BLNK;BAK1;IKBKE;HLA-DOB;MAP2K6;PDIA3;HLA-DRB5;TAP1;ISG15;TRAF2;TYK2;GADD45G;NFKB2;TAPBP;NFKBIA;MAPK10;CXCL10;IL6;PSMC3;PIK3CA;PSMC4;IRF7;CALR;NFKBIE;MYD88;IRF9;HLA-DQB1;IFNAR1
KEGG_2021_Human	Hematopoietic cell lineage	21/99	2.690771e-02	3.620544e-01	0	0	1.693393e+00	6.122194e+00	CSF3;HLA-DRB5;IL1R1;FLT3;ITGB3;CD1E;CD3E;CD1B;CD3D;CD1A;CD2;IL6;CD8A;CD5;CR1L;CD37;CD36;HLA-DOB;CD34;IL9R;HLA-DQB1
KEGG_2021_Human	Oocyte meiosis	26/129	2.773369e-02	3.620544e-01	0	0	1.588300e+00	5.694224e+00	CAMK2A;ITPR1;FBXO43;PKMYT1;ADCY8;ANAPC10;ADCY6;ANAPC11;AURKA;CDC20;CCNB2;PPP2R1B;PTTG1;RPS6KA2;RPS6KA1;BUB1;SKP1;FBXW11;CDC25C;PPP1CA;MAD2L2;CPEB1;ESPL1;CDK1;CALM1;MAD1L1
KEGG_2021_Human	Primary immunodeficiency	10/38	2.925590e-02	3.620544e-01	0	0	2.243837e+00	7.924501e+00	TNFRSF13B;CD8A;RFX5;RFXAP;BLNK;TAP1;RFXANK;CD3E;IL2RG;CD3D
KEGG_2021_Human	Progesterone-mediated oocyte maturation	21/100	2.978929e-02	3.620544e-01	0	0	1.671860e+00	5.874257e+00	HSP90AA1;PDE3B;PIK3R3;PIK3R2;CDC25C;PKMYT1;ADCY8;ANAPC10;ADCY6;ANAPC11;AURKA;MAD2L2;MAPK10;CCNB2;CPEB1;PIK3CA;RPS6KA2;RPS6KA1;CDK1;BUB1;MAD1L1
KEGG_2021_Human	Th17 cell differentiation	22/107	3.310022e-02	3.873952e-01	0	0	1.627866e+00	5.548119e+00	HLA-DRB5;HSP90AA1;TGFB1;IL1R1;TYK2;CD3E;IL2RG;FOXP3;CD3D;IL27RA;RUNX1;TGFBR2;NFKBIA;MAPK10;IL6;IFNG;IL21R;NFKBIE;HLA-DOB;RXRG;LAT;HLA-DQB1
KEGG_2021_Human	AMPK signaling pathway	24/120	3.627773e-02	3.959817e-01	0	0	1.572516e+00	5.215328e+00	PFKFB1;CPT1A;PRKAB2;PFKFB3;CAB39L;PIK3R3;TSC1;PIK3R2;SLC2A4;ACACB;ADRA1A;ELAVL1;GYS2;LIPE;STK11;PPP2R1B;PIK3CA;PPP2R3C;LEP;LEPR;MLYCD;CD36;PCK1;RAB8A
KEGG_2021_Human	Glycosaminoglycan degradation	6/19	3.705620e-02	3.959817e-01	0	0	2.898024e+00	9.549917e+00	HPSE2;HYAL1;HYAL3;IDS;GUSB;GNS
KEGG_2021_Human	Linoleic acid metabolism	8/29	3.759320e-02	3.959817e-01	0	0	2.392653e+00	7.850133e+00	PLA2G2F;PLA2G2D;PLA2G1B;ALOX15;PLA2G10;PLA2G5;CYP2C19;CYP3A4
KEGG_2021_Human	Legionellosis	13/57	4.300358e-02	4.383591e-01	0	0	1.856572e+00	5.841653e+00	HBS1L;ARF1;IL18;HSPA2;NFKB2;PYCARD;NFKBIA;CASP7;IL6;CR1L;IL12B;TLR4;MYD88
KEGG_2021_Human	Citrate cycle (TCA cycle)	8/30	4.529120e-02	4.472506e-01	0	0	2.283764e+00	7.067432e+00	CS;PDHA2;SUCLA2;IDH2;DLST;ACO1;SUCLG1;PCK1
KEGG_2021_Human	alpha-Linolenic acid metabolism	7/25	4.676707e-02	4.478301e-01	0	0	2.442035e+00	7.478918e+00	PLA2G2F;PLA2G2D;PLA2G1B;ACOX1;PLA2G10;PLA2G5;ACAA1
KEGG_2021_Human	Human immunodeficiency virus 1 infection	38/212	5.100414e-02	4.740385e-01	0	0	1.374502e+00	4.090309e+00	CUL5;ITPR1;PIK3R3;CXCR4;PIK3R2;CD3E;CD3D;IFNA8;CCNB2;PAK1;GNG5;CFL2;CFL1;RAC2;RAC3;BAK1;SKP1;MAP2K6;PDIA3;APOBEC3D;MAP2K2;FBXW11;LIMK1;TAP1;TRAF2;CDC25C;GNG11;TAPBP;BST2;NFKBIA;MAPK10;WEE1;PIK3CA;CDK1;CALR;CALM1;TLR4;MYD88
KEGG_2021_Human	Yersinia infection	26/137	5.330567e-02	4.798327e-01	0	0	1.473140e+00	4.318823e+00	SRC;ARPC1B;PIK3R3;PIK3R2;PYCARD;RPS6KA2;RPS6KA1;RAC2;RAC3;MAP2K6;IL10;VAV3;MAP2K2;LIMK1;IL18;TRAF2;NFKBIA;MAPK10;IL6;PIK3CA;CD8A;ARHGEF1;ARHGEF7;TLR4;LAT;MYD88
KEGG_2021_Human	Tight junction	31/169	5.593445e-02	4.798327e-01	0	0	1.413153e+00	4.074931e+00	SRC;ARPC1B;CD1E;CD1B;PRKCZ;CD1A;EPB41L4B;TUBA3E;STK11;TUBA3D;TUBA1A;PARD6A;TUBA3C;PPP2R1B;CLDN25;MICALL2;RAB8A;MAP3K5;JAM3;VASP;PRKAB2;RDX;ARHGEF18;RUNX1;MAPK10;TJP1;DLG2;RAB13;RAPGEF2;AMOTL2;TJP3
KEGG_2021_Human	Inflammatory bowel disease	14/65	5.618295e-02	4.798327e-01	0	0	1.724888e+00	4.966199e+00	IL10;HLA-DRB5;TGFB1;IL18;IL2RG;FOXP3;IL6;MAF;IFNG;IL21R;IL12B;HLA-DOB;TLR4;HLA-DQB1
KEGG_2021_Human	Lipid and atherosclerosis	38/215	6.083123e-02	5.058597e-01	0	0	1.350968e+00	3.782239e+00	SRC;CCL3L3;CAMK2A;ITPR1;PIK3R3;PIK3R2;IFNA8;PYCARD;CASP7;CASP6;CCL5;IL12B;CD36;APOB;IKBKE;RXRG;MAP3K5;MAP2K6;ABCA1;VAV3;HSP90AA1;HSPA5;MMP3;IL18;CYBA;TRAF2;HSPA2;MMP9;NFKBIA;MAPK10;IL6;PIK3CA;CYP1A1;IRF7;ARHGEF1;CALM1;TLR4;MYD88
KEGG_2021_Human	Fatty acid degradation	10/43	6.304365e-02	5.108152e-01	0	0	1.903309e+00	5.260609e+00	ADH4;CPT1A;CYP2U1;ACSL1;ACOX1;ADH1A;ADH7;ACAA1;HADH;ACAT1
KEGG_2021_Human	Glycerolipid metabolism	13/61	6.888173e-02	5.333268e-01	0	0	1.701462e+00	4.552032e+00	DGKE;DGAT2;GK;MBOAT1;LPL;MBOAT2;CEL;DGKZ;AGPAT2;GPAM;GLA;MGLL;PNPLA2
KEGG_2021_Human	Chemokine signaling pathway	34/192	7.123334e-02	5.333268e-01	0	0	1.353629e+00	3.576010e+00	CXCL9;CCL11;SRC;CCL3L3;PIK3R3;CXCR4;PIK3R2;CXCL13;ADCY8;PRKCZ;ADCY6;PAK1;CCL8;GRK5;GNG5;GRK4;CCL5;CXCR3;RAC2;RAC3;CCR7;CCL1;CCL19;CCL17;CCL16;VAV3;CCL25;CCL24;CCL22;GNG11;NFKBIA;CXCL10;PIK3CA;CCL27
KEGG_2021_Human	Proteoglycans in cancer	36/205	7.170157e-02	5.333268e-01	0	0	1.340090e+00	3.531461e+00	CDKN1A;HPSE2;SRC;ITGB3;CAMK2A;ITPR1;PIK3R3;TWIST1;PIK3R2;PAK1;GPC3;IL12B;WNT2;VAV3;MAP2K2;TGFB1;CAV3;FZD4;CAV2;WNT3A;HGF;CAV1;RDX;WNT5A;ANK2;PTPN11;NUDT16L1;MMP9;PPP1CA;TFAP4;PIK3CA;PDCD4;ARHGEF1;PTPN6;PPP1R12B;TLR4
KEGG_2021_Human	Phenylalanine metabolism	5/17	7.307321e-02	5.333268e-01	0	0	2.615471e+00	6.842840e+00	AOC3;IL4I1;AOC2;GLYAT;MIF
KEGG_2021_Human	Base excision repair	8/33	7.426069e-02	5.333268e-01	0	0	2.009362e+00	5.224690e+00	FEN1;NEIL3;LIG1;PARP1;MPG;APEX1;POLE2;XRCC1
KEGG_2021_Human	Rheumatoid arthritis	18/93	8.205722e-02	5.762241e-01	0	0	1.508145e+00	3.770873e+00	HLA-DRB5;TGFB1;ANGPT1;CCL3L3;MMP3;IL18;ITGAL;IL6;IFNG;CCL5;TNFSF11;LTB;ATP6V1E1;ATP6V0E2;HLA-DOB;TLR4;HLA-DQB1;ATP6V0A1
KEGG_2021_Human	Axon guidance	32/182	8.422785e-02	5.786087e-01	0	0	1.341591e+00	3.319405e+00	ROBO3;SRC;CAMK2A;SEMA3B;PIK3R3;CXCR4;PIK3R2;SEMA3F;EFNA4;PRKCZ;ABLIM1;PAK1;RGS3;PARD6A;ABLIM3;CFL2;CFL1;RAC2;RAC3;SLIT3;EPHA5;SEMA6D;TRPC1;WNT5A;LIMK1;PTPN11;L1CAM;RHOD;CDK5;PIK3CA;PLXNB1;EPHA3
KEGG_2021_Human	Neurotrophin signaling pathway	22/119	8.896821e-02	5.936255e-01	0	0	1.425483e+00	3.448923e+00	MAP3K3;MAP2K2;CAMK2A;MATK;PSEN2;PIK3R3;PIK3R2;PTPN11;NFKBIA;MAPK10;PIK3CA;ARHGDIA;RPS6KA2;CAMK4;ARHGDIB;RPS6KA1;MAPKAPK2;CALM1;NFKBIE;MAP2K5;SH2B2;MAP3K5
KEGG_2021_Human	Gap junction	17/88	9.039126e-02	5.936255e-01	0	0	1.504405e+00	3.615999e+00	MAP2K2;SRC;ITPR1;ADCY8;ADCY6;TUBB8;TJP1;TUBA3E;TUBA3D;TUBA1A;TUBA3C;PDGFD;CDK1;PRKG2;DRD1;PRKG1;MAP2K5
KEGG_2021_Human	Proteasome	10/46	9.204953e-02	5.936255e-01	0	0	1.744396e+00	4.161131e+00	PSMA5;PSMB5;PSMD4;IFNG;PSMC3;PSMC4;PSME1;PSME2;PSMB10;PSMB8
KEGG_2021_Human	Protein processing in endoplasmic reticulum	30/171	9.409396e-02	5.946738e-01	0	0	1.337743e+00	3.161705e+00	UBXN1;RPN1;RRBP1;SEL1L2;HSPBP1;CASP12;FBXO6;BAK1;MAP3K5;SEC63;SKP1;UBQLN2;PDIA3;HSP90AA1;HSPA5;SSR4;SSR2;MOGS;UBE4B;TRAF2;HSPA2;CKAP4;PDIA4;MAPK10;DNAJC1;DNAJB11;DNAJA2;ERP29;CALR;P4HB
KEGG_2021_Human	Drug metabolism	20/108	9.980406e-02	5.967344e-01	0	0	1.428132e+00	3.291196e+00	GSTM4;RRM2;TPMT;GSTO1;ADH1A;NME2;NME3;ADH7;CYP2C19;CYP3A4;NME1;TYMP;ADH4;NAT1;RRM2B;TK2;TK1;GUSB;CES2;ITPA
KEGG_2021_Human	Insulin resistance	20/108	9.980406e-02	5.967344e-01	0	0	1.428132e+00	3.291196e+00	CPT1A;PRKAB2;PIK3R3;PIK3R2;PYGM;PTPN11;SLC2A4;ACACB;PRKCZ;PPP1CA;NFKBIA;GYS2;MAPK10;MLXIPL;IL6;PIK3CA;RPS6KA2;RPS6KA1;CD36;PCK1
KEGG_2021_Human	Leishmaniasis	15/77	1.011181e-01	5.967344e-01	0	0	1.519790e+00	3.482547e+00	IL10;HLA-DRB5;MARCKSL1;TGFB1;CYBA;NFKBIA;FCGR3B;IFNG;CR1L;IL12B;PTPN6;HLA-DOB;TLR4;MYD88;HLA-DQB1
KEGG_2021_Human	Chagas disease	19/102	1.019736e-01	5.967344e-01	0	0	1.438348e+00	3.283808e+00	IL10;TGFB1;CCL3L3;PIK3R3;PIK3R2;CD3E;CD3D;TGFBR2;NFKBIA;MAPK10;IL6;PPP2R1B;IFNG;PIK3CA;CCL5;IL12B;CALR;TLR4;MYD88
KEGG_2021_Human	beta-Alanine metabolism	7/30	1.083286e-01	6.223968e-01	0	0	1.910603e+00	4.246481e+00	AOC3;AOC2;ACOX1;GADL1;MLYCD;HIBCH;CNDP2
KEGG_2021_Human	NOD-like receptor signaling pathway	31/181	1.141456e-01	6.314401e-01	0	0	1.299189e+00	2.819604e+00	RNF31;DEFB103B;ITPR1;XIAP;ANTXR2;IFNA8;PYCARD;PSTPIP1;CASP12;CCL5;IKBKE;GSDMD;GABARAPL2;GABARAPL1;HSP90AA1;IL18;CYBA;TRAF2;TYK2;ATG12;NFKBIA;MAPK10;IL6;IRF7;PYDC1;RBCK1;TLR4;MYD88;IRF9;IFNAR1;BIRC3
KEGG_2021_Human	Complement and coagulation cascades	16/85	1.171261e-01	6.314401e-01	0	0	1.456588e+00	3.123659e+00	CFD;CPB2;SERPINA1;VWF;SERPIND1;TFPI;CLU;F8;C6;PROC;CFHR1;CR1L;VSIG4;MASP1;CFB;F2RL2
KEGG_2021_Human	Toll-like receptor signaling pathway	19/104	1.177740e-01	6.314401e-01	0	0	1.404341e+00	3.003868e+00	CXCL9;MAP2K2;CCL3L3;PIK3R3;PIK3R2;IFNA8;NFKBIA;MAPK10;CXCL10;IL6;PIK3CA;CCL5;IRF7;IL12B;IKBKE;TLR4;MYD88;IFNAR1;MAP2K6
KEGG_2021_Human	JAK-STAT signaling pathway	28/162	1.178955e-01	6.314401e-01	0	0	1.313356e+00	2.807899e+00	CSF3;CDKN1A;FHL1;IL24;MPL;PIK3R3;PIK3R2;IL2RG;IFNA8;IL27RA;GHR;SOCS1;LEPR;IL21R;IL12B;IL10;CISH;PTPN11;TYK2;IL6;IFNG;PIK3CA;LEP;IFNK;PTPN6;IL9R;IRF9;IFNAR1
KEGG_2021_Human	Insulin signaling pathway	24/137	1.248475e-01	6.366430e-01	0	0	1.334618e+00	2.776890e+00	PRKAB2;MAP2K2;PDE3B;PIK3R3;TSC1;PIK3R2;PHKB;PYGM;SLC2A4;PHKA2;ACACB;PRKCZ;HK1;PPP1CA;GYS2;MAPK10;LIPE;INPP5A;SOCS1;PIK3CA;PHKG2;PCK1;CALM1;SH2B2
KEGG_2021_Human	Arachidonic acid metabolism	12/61	1.255393e-01	6.366430e-01	0	0	1.537877e+00	3.191305e+00	PLA2G2F;CBR1;PLA2G2D;PTGIS;CYP2U1;GPX3;PLA2G1B;PLA2G10;ALOX15;CYP4F3;PLA2G5;CYP2C19
KEGG_2021_Human	FoxO signaling pathway	23/131	1.284622e-01	6.366430e-01	0	0	1.338122e+00	2.745988e+00	IL10;GABARAPL2;PLK3;GABARAPL1;PRKAB2;CDKN1A;MAP2K2;TGFB1;SETD7;PIK3R3;PIK3R2;SLC2A4;ATG12;GADD45G;TGFBR2;RBL2;MAPK10;CCNB2;STK11;IL6;PIK3CA;PCK1;SGK2
KEGG_2021_Human	TNF signaling pathway	20/112	1.313051e-01	6.366430e-01	0	0	1.365720e+00	2.772729e+00	MMP3;PIK3R3;VEGFC;PIK3R2;TRAF2;TRAF1;MMP9;NFKBIA;MAPK10;CXCL10;IL6;CASP7;PIK3CA;IRF1;CCL5;BCL3;LTA;MAP3K5;MAP2K6;BIRC3
KEGG_2021_Human	PPAR signaling pathway	14/74	1.321341e-01	6.366430e-01	0	0	1.465388e+00	2.965855e+00	CPT1A;GK;ACSL1;AQP7;LPL;CYP8B1;CYP27A1;FABP4;ACOX1;ME1;CD36;ACAA1;PCK1;RXRG
KEGG_2021_Human	Pyrimidine metabolism	11/56	1.394510e-01	6.366430e-01	0	0	1.534826e+00	3.023671e+00	DTYMK;NT5E;RRM2;RRM2B;NME2;NME3;TK2;TK1;TYMS;NME1;TYMP
KEGG_2021_Human	Fluid shear stress and atherosclerosis	24/139	1.402293e-01	6.366430e-01	0	0	1.311255e+00	2.575929e+00	GSTM4;HSP90AA1;CAV3;IL1R1;CAV2;GSTO1;SRC;CAV1;ITGB3;PIK3R3;CYBA;PIK3R2;PRKCZ;MMP9;MAPK10;IFNG;PIK3CA;RAC2;PECAM1;RAC3;CALM1;MAP2K5;MAP3K5;MAP2K6
KEGG_2021_Human	Measles	24/139	1.402293e-01	6.366430e-01	0	0	1.311255e+00	2.575929e+00	CLEC4M;CSNK2A2;PIK3R3;PIK3R2;HSPA2;TYK2;CD3E;IL2RG;CD3D;IFNA8;BBC3;NFKBIA;MAPK10;IL6;PIK3CA;CD209;IRF7;IL12B;BAK1;IKBKE;TLR4;MYD88;IRF9;IFNAR1
KEGG_2021_Human	Cysteine and methionine metabolism	10/50	1.412027e-01	6.366430e-01	0	0	1.569591e+00	3.072567e+00	MPST;IL4I1;DNMT1;GCLC;AHCY;MAT2A;BHMT2;DNMT3A;SDSL;LDHAL6A
KEGG_2021_Human	Influenza A	29/172	1.414828e-01	6.366430e-01	0	0	1.274449e+00	2.492283e+00	PIK3R3;PIK3R2;IFNA8;PYCARD;NXF3;PABPN1;CCL5;IL12B;BAK1;HLA-DOB;IKBKE;CPSF4;HLA-DRB5;MAP2K2;IL18;TYK2;NFKBIA;CXCL10;IL6;HNRNPUL1;IFNG;PIK3CA;IRF7;SLC25A4;TLR4;MYD88;IRF9;IFNAR1;HLA-DQB1
KEGG_2021_Human	Endocytosis	41/252	1.418479e-01	6.366430e-01	0	0	1.221661e+00	2.385904e+00	ARF1;SRC;ARPC1B;CLTA;CXCR4;IL2RG;PRKCZ;SNX3;EEA1;SNX2;PARD6A;GRK5;PSD2;GRK4;KIF5B;CLTCL1;AP2S1;RAB8A;USP8;CAV3;IQSEC1;CAV2;CAV1;IQSEC3;ARAP3;VPS37D;EPS15L1;HSPA2;IGF2R;ARFGAP2;TGFBR2;ACAP2;HGS;CAPZA1;CAPZA2;CHMP2B;CHMP2A;CHMP4B;CHMP4A;FOLR2;ARF5
KEGG_2021_Human	Renal cell carcinoma	13/69	1.463640e-01	6.366430e-01	0	0	1.457718e+00	2.801237e+00	ARNT2;CDKN1A;MAP2K2;EGLN2;TGFB1;EPAS1;HGF;PRCC;PIK3R3;PIK3R2;PTPN11;PAK1;PIK3CA
KEGG_2021_Human	Cytosolic DNA-sensing pathway	12/63	1.495701e-01	6.366430e-01	0	0	1.477396e+00	2.807038e+00	PYCARD;NFKBIA;CXCL10;IL6;POLR3C;CCL5;POLR3E;IL18;IRF7;IFNA8;IKBKE;POLR3K
KEGG_2021_Human	Peroxisome	15/82	1.504238e-01	6.366430e-01	0	0	1.405964e+00	2.663315e+00	PEX19;ACSL1;PEX11B;IDH2;PEX10;GNPAT;NUDT7;ACOX1;PEX3;PMVK;MLYCD;MPV17;ACAA1;AGXT;PAOX
KEGG_2021_Human	Tuberculosis	30/180	1.514677e-01	6.366430e-01	0	0	1.256817e+00	2.372095e+00	CLEC4M;SRC;CAMK2A;CORO1A;IFNA8;EEA1;FCGR3B;MRC1;IL12B;HLA-DOB;CTSD;ATP6V0A1;IL10;PLK3;CD74;HLA-DRB5;TGFB1;IL18;RFXANK;MAPK10;IL6;IFNG;CD209;CR1L;RFX5;RFXAP;CALM1;TLR4;MYD88;HLA-DQB1
