Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Interleukin-12 Family Signaling R-HSA-447115	17/54	6.411742e-04	9.623442e-02	0	0	2.892544e+00	2.126659e+01	IL10;GSTO1;RPLP0;TYK2;IL27RA;LMNB1;IFNG;VPS72;CAPZA1;HNRNPF;TCP1;HNRNPA2B1;PDCD4;IL12B;PSME2;P4HB;AURKAIP1
Reactome_2022	Cell Cycle R-HSA-1640170	119/654	7.298147e-04	1.004103e-01	0	0	1.412498e+00	1.020207e+01	CCNH;HJURP;BUB1B;TUBB8;CDC20;PSMD4;PPP2R1B;PTTG1;RUVBL2;CHEK2;RUVBL1;CEP250;RCC1;NEK2;OIP5;GTSE1;SKP1;DAXX;NUP210;FBXW11;CSNK2A2;ESCO2;CDC25C;TUBA4B;DYNC1LI2;SHQ1;PSME1;PSME2;CHMP4B;KIF20A;MAD1L1;BLM;CDCA8;NCAPG;HMMR;PKMYT1;ANAPC10;NCAPH;ANAPC11;CCNB2;CHTF8;CDT1;UBE2I;ODF2;UBE2C;RCC2;CDC6;HSPA2;NDC80;ZWINT;TPX2;KIF18A;CHMP2B;CDK1;TUBGCP5;CHMP2A;TOP2A;CDKN1A;FEN1;FOXM1;CHTF18;LMNB1;TUBA1A;EXO1;NUF2;NUP62;MYBL2;TK1;RAB8A;NDEL1;NUDC;HSP90AA1;SUN1;RMI1;RFC2;ATRX;TUBG2;TERF2;HAUS2;PSMA5;RBL2;ESPL1;BIRC5;TERF2IP;MCM5;KIF2C;PPP1R12B;PAFAH1B1;SRC;TYMS;CENPA;AURKB;PSMB10;AURKA;TUBA3E;TUBA3D;PSMB5;TUBA3C;CDC45;POLR2C;POLR2G;NUP43;BUB3;POLR2I;BUB1;RRM2;NDE1;MND1;CDK11B;PSMB8;CENPF;WEE1;RAD51;PSMC3;PSMC4;POLE2;CENPM;CENPP;SPC25
Reactome_2022	Cell Cycle, Mitotic R-HSA-69278	97/523	1.161937e-03	1.475660e-01	0	0	1.443327e+00	9.753522e+00	CCNH;BUB1B;TUBB8;CDC20;PSMD4;PPP2R1B;PTTG1;CEP250;RCC1;NEK2;GTSE1;SKP1;NUP210;FBXW11;CSNK2A2;ESCO2;CDC25C;TUBA4B;DYNC1LI2;PSME1;PSME2;CHMP4B;KIF20A;MAD1L1;CDCA8;NCAPG;HMMR;PKMYT1;ANAPC10;NCAPH;ANAPC11;CCNB2;CDT1;UBE2I;ODF2;UBE2C;RCC2;CDC6;NDC80;ZWINT;TPX2;KIF18A;CHMP2B;CDK1;TUBGCP5;CHMP2A;TOP2A;CDKN1A;FEN1;FOXM1;LMNB1;TUBA1A;NUF2;NUP62;MYBL2;TK1;RAB8A;NDEL1;NUDC;HSP90AA1;RFC2;TUBG2;HAUS2;PSMA5;RBL2;ESPL1;BIRC5;MCM5;KIF2C;PPP1R12B;PAFAH1B1;SRC;TYMS;CENPA;AURKB;PSMB10;AURKA;TUBA3E;TUBA3D;PSMB5;TUBA3C;CDC45;NUP43;BUB3;BUB1;RRM2;NDE1;CDK11B;PSMB8;CENPF;WEE1;PSMC3;PSMC4;POLE2;CENPM;CENPP;SPC25
Reactome_2022	Hemostasis R-HSA-109582	105/576	1.362916e-03	1.607268e-01	0	0	1.413575e+00	9.326947e+00	DGKE;SIRPG;MPL;CLU;DOCK11;PPP2R1B;KIF5B;HABP4;RNASE1;DGKZ;ORAI2;KIF20A;PFN1;TEX264;STXBP2;ENDOD1;ITPR1;PIK3R3;CD99L2;PIK3R2;PRKCZ;RASGRP1;GLG1;APOB;NFE2;TGFB1;APOOL;HBG2;HSPA5;HBG1;CAV1;PDE2A;L1CAM;GNG11;TNFRSF10D;MANF;KIF18A;KIF18B;PROC;CDK5;SELL;KIF4A;ALB;ESAM;CALM1;DOCK6;SERPINA3;SERPINA1;DOCK9;ITGB3;OLA1;KIF11;ITGAL;SLC7A10;IFNA8;KIF15;VPS72;RAC2;HMG20B;PHACTR2;PRKG2;CD36;PRKG1;VAV3;VWF;KIF25;ADRA2C;F8;SLC7A6;PIK3CA;MMRN1;KIFC1;IRF1;IRF2;PECAM1;CD48;KIF2C;MGLL;RAPGEF3;SRC;TFPI;CLEC3B;PDE11A;GNG5;STX4;CSK;AAMP;SH2B2;JAM3;ANGPT4;CD74;SERPIND1;ANGPT1;VEGFC;PTPN11;MERTK;CD2;P2RX6;WEE1;P2RX4;CAPZA1;KIF26B;CAPZA2;PTPN6;F2RL2
Reactome_2022	G2/M DNA Replication Checkpoint R-HSA-69478	4/5	1.590098e-03	1.750168e-01	0	0	2.511540e+01	1.618426e+02	CCNB2;WEE1;CDK1;PKMYT1
Reactome_2022	Triglyceride Catabolism R-HSA-163560	9/23	2.295178e-03	2.331430e-01	0	0	4.040716e+00	2.455521e+01	LIPE;FABP4;CAV1;FABP9;PLIN3;PNPLA5;FABP12;MGLL;PPP1CA
Reactome_2022	Signaling By Interleukins R-HSA-449147	84/453	2.400625e-03	2.331430e-01	0	0	1.440796e+00	8.690916e+00	CDKN1A;CSF3;RPLP0;IL24;PTPN23;IL27RA;LMNB1;PSMD4;PPP2R1B;VPS72;RPS6KA2;RPS6KA1;BLNK;IL12B;LGALS9;CD36;SKP1;IL10;HSP90AA1;CISH;GSTO1;IL1R1;FBXW11;MMP3;IL18;TYK2;MMP9;PSMA5;MAPKAPK3;PIK3CA;IFNG;TCP1;MAPKAPK2;PSME1;PSME2;BIRC5;RHOU;AURKAIP1;VAMP2;IL9R;CCL11;RNASEH2A;STXBP2;ALOX15;PIK3R3;TWIST1;PIK3R2;IL2RG;PSMB10;MUC1;PSMB5;SOCS1;CCL5;IL21R;STX4;CCL19;MAP2K6;GSDMD;IL32;PTPN18;MAP3K3;CCL22;TGFB1;PTPN11;PSMB8;NFKB2;SMARCA4;BATF;NFKBIA;MAPK10;CXCL10;IL6;PSMC3;PSMC4;TNIP2;HNRNPF;CAPZA1;HNRNPA2B1;PDCD4;PTPN6;P4HB;PTPN7;PTPN5;MYD88
Reactome_2022	G2/M Transition R-HSA-69275	39/182	2.912339e-03	2.548498e-01	0	0	1.720233e+00	1.004410e+01	CDKN1A;CCNH;HMMR;PKMYT1;FOXM1;PSMB10;AURKA;CCNB2;TUBA1A;PSMB5;PPP2R1B;PSMD4;CEP250;NEK2;MYBL2;GTSE1;RAB8A;SKP1;HSP90AA1;FBXW11;ODF2;NDE1;TUBG2;CDC25C;CDK11B;HAUS2;PSMB8;PSMA5;TPX2;CENPF;WEE1;PSMC3;PSMC4;PSME1;CDK1;TUBGCP5;PSME2;PPP1R12B;PAFAH1B1
Reactome_2022	Triglyceride Metabolism R-HSA-8979227	12/37	2.950023e-03	2.548498e-01	0	0	3.018445e+00	1.758528e+01	LIPE;DGAT2;FABP4;GK;GPAM;CAV1;FABP9;PLIN3;PNPLA5;FABP12;MGLL;PPP1CA
Reactome_2022	Glycogen Metabolism R-HSA-8982491	9/24	3.229042e-03	2.548498e-01	0	0	3.771116e+00	2.162950e+01	GYS2;UGP2;GBE1;PHKG2;PHKB;PYGM;CALM1;GYG2;PHKA2
Reactome_2022	Polo-like Kinase Mediated Events R-HSA-156711	7/16	3.384530e-03	2.548498e-01	0	0	4.886621e+00	2.779774e+01	CCNB2;CENPF;WEE1;MYBL2;CDC25C;FOXM1;PKMYT1
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	122/702	3.395939e-03	2.548498e-01	0	0	1.333677e+00	7.582189e+00	CSF3;IFITM1;UBE2L6;IFI35;IFI30;IL27RA;PSMD4;PPP2R1B;RPS6KA2;RPS6KA1;IL12B;TNFSF11;TRIM26;LGALS9;SKP1;NUP210;CISH;IL1R1;FBXW11;MAPKAPK3;MAPKAPK2;PSME1;PSME2;AURKAIP1;IFNAR1;RNASEH2A;CUL5;UBA7;STXBP2;ALOX15;PIK3R3;TWIST1;PIK3R2;SOCS1;PDZD2;MAP2K6;GSDMD;HLA-DRB5;TGFB1;TNFRSF9;ISG15;NFKB2;SMARCA4;BST2;NFKBIA;CXCL10;IL6;HNRNPF;CD27;MYD88;CDKN1A;EDA;TNFRSF13B;FLT3;RPLP0;IL24;PTPN23;IFNA8;EDA2R;LMNB1;GHR;VPS72;NUP62;BLNK;CD36;IL10;HSP90AA1;GSTO1;TNFRSF18;MMP3;IL18;TYK2;MMP9;PSMA5;PIK3CA;IFNG;IRF1;TCP1;IRF2;IRF7;LTA;BIRC5;RHOU;LTB;HLA-DQB2;VAMP2;IL9R;IRF9;BIRC3;CCL11;CAMK2A;IL2RG;PSMB10;RELB;MUC1;PSMB5;CCL5;IL21R;STX4;CSK;NCAM1;NUP43;CCL19;TRIM45;IL32;PTPN18;MAP3K3;CCL22;PTPN11;PSMB8;BATF;MAPK10;PSMC3;PSMC4;TNIP2;CAPZA1;HNRNPA2B1;PDCD4;PTPN6;P4HB;PTPN7;PTPN5
Reactome_2022	Mitotic G2-G2/M Phases R-HSA-453274	39/184	3.556173e-03	2.552713e-01	0	0	1.696308e+00	9.565598e+00	CDKN1A;CCNH;HMMR;PKMYT1;FOXM1;PSMB10;AURKA;CCNB2;TUBA1A;PSMB5;PPP2R1B;PSMD4;CEP250;NEK2;MYBL2;GTSE1;RAB8A;SKP1;HSP90AA1;FBXW11;ODF2;NDE1;TUBG2;CDC25C;CDK11B;HAUS2;PSMB8;PSMA5;TPX2;CENPF;WEE1;PSMC3;PSMC4;PSME1;CDK1;TUBGCP5;PSME2;PPP1R12B;PAFAH1B1
Reactome_2022	Mitotic Prometaphase R-HSA-68877	39/186	4.317980e-03	2.883904e-01	0	0	1.673033e+00	9.109610e+00	BUB1B;CDCA8;NCAPG;CENPA;NCAPH;AURKB;CDC20;CCNB2;TUBA1A;PPP2R1B;NUF2;CEP250;NEK2;NUP43;BUB3;BUB1;NDEL1;HSP90AA1;NUDC;ODF2;RCC2;NDE1;CSNK2A2;TUBG2;NDC80;ZWINT;HAUS2;DYNC1LI2;KIF18A;CENPF;CDK1;TUBGCP5;BIRC5;CENPM;KIF2C;CENPP;MAD1L1;PAFAH1B1;SPC25
Reactome_2022	Influenza Infection R-HSA-168255	34/157	4.366906e-03	2.883904e-01	0	0	1.742369e+00	9.467511e+00	RPLP1;RPL12;RPLP0;CLTA;RPL8;RPS15;RPS19;PABPN1;POLR2C;NUP62;RPL36;RPL14;RPS3;RPL35;NUP43;POLR2G;RPS2;RPS11;POLR2I;CPSF4;RPS9;HSP90AA1;TGFB1;NUP210;PARP1;RPS8;ISG15;GTF2F1;RPL27A;CALR;FAU;RPL29;RPL28;RPS24
Reactome_2022	Cell Cycle Checkpoints R-HSA-69620	53/271	4.759661e-03	2.972490e-01	0	0	1.534679e+00	8.206817e+00	CDKN1A;BUB1B;CDC20;PPP2R1B;PSMD4;EXO1;CHEK2;NUF2;GTSE1;NDEL1;NUDC;RMI1;RFC2;CDC25C;PSMA5;DYNC1LI2;PSME1;PSME2;BIRC5;KIF2C;MCM5;MAD1L1;PAFAH1B1;BLM;CDCA8;PKMYT1;CENPA;ANAPC10;AURKB;PSMB10;ANAPC11;CCNB2;PSMB5;CDC45;NUP43;BUB3;BUB1;UBE2C;RCC2;NDE1;CDC6;ZWINT;PSMB8;NDC80;CENPF;KIF18A;WEE1;PSMC3;PSMC4;CDK1;CENPM;CENPP;SPC25
Reactome_2022	PD-1 Signaling R-HSA-389948	8/21	4.861129e-03	2.972490e-01	0	0	3.866850e+00	2.059672e+01	HLA-DRB5;PTPN11;CSK;PTPN6;PDCD1;CD3E;CD3D;HLA-DQB2
Reactome_2022	APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143	21/87	6.370252e-03	3.593667e-01	0	0	2.002681e+00	1.012579e+01	UBE2C;BUB1B;ANAPC10;AURKB;PSMB10;PSMB8;ANAPC11;AURKA;CDC20;PSMA5;PSMB5;PSMD4;PTTG1;PSMC3;PSMC4;PSME1;CDK1;PSME2;NEK2;BUB3;SKP1
Reactome_2022	Condensation Of Prometaphase Chromosomes R-HSA-2514853	5/10	6.768804e-03	3.593667e-01	0	0	6.279680e+00	3.136970e+01	CCNB2;CSNK2A2;CDK1;NCAPG;NCAPH
Reactome_2022	Organic Anion Transporters R-HSA-428643	5/10	6.768804e-03	3.593667e-01	0	0	6.279680e+00	3.136970e+01	SLC25A18;SLC17A5;SLC17A7;SLC25A10;SLC25A22
Reactome_2022	Chemokine Receptors Bind Chemokines R-HSA-380108	15/56	7.290912e-03	3.593667e-01	0	0	2.301027e+00	1.132364e+01	CCL25;CXCL9;CCL11;CCL22;CXCR4;CXCL13;CXCL10;CCL5;CXCR3;CCR7;CCL1;CCL19;CCL17;CCL16;CCL27
Reactome_2022	Glycogen Breakdown (Glycogenolysis) R-HSA-70221	6/14	7.515219e-03	3.593667e-01	0	0	4.710656e+00	2.303899e+01	PHKG2;PHKB;PYGM;CALM1;GYG2;PHKA2
Reactome_2022	Regulation Of TP53 Activity R-HSA-5633007	33/157	7.861477e-03	3.593667e-01	0	0	1.676770e+00	8.125258e+00	BLM;RNF34;EHMT2;TAF1L;PRDM1;AURKB;AURKA;STK11;NUAK1;PDZD2;ING3;PPP2R1B;EXO1;CHEK2;TP53BP2;MLST8;MTA2;TAF9B;MAP2K6;PLK3;DAXX;PRKAB2;TBP;RFC2;RMI1;TAF10;CSNK2A2;TPX2;CDK5;JMY;CDK1;TAF7;TAF6
Reactome_2022	Axon Guidance R-HSA-422475	91/519	8.171388e-03	3.593667e-01	0	0	1.344522e+00	6.463272e+00	ROBO3;ARPC1B;RPLP1;ITGB3;ITSN1;RPLP0;CLTA;LDB2;RPL8;RPS15;PSMD4;RPS19;SCN11A;CHL1;VPS72;RPS6KA2;MAGOH;RPS6KA1;SCN9A;RPL36;RPL35;RPS11;EPHA5;PSENEN;VAV3;RPS9;HSP90AA1;MAP2K2;RPS8;SEMA6D;TRPC1;CSNK2A2;ANK2;RGMB;RHOC;RNASE1;SPTB;MMP9;PSMA5;PIK3CA;PSME1;PSME2;ENTHD1;ETF1;EVL;SCN4A;RPL29;PFN1;ARHGEF7;RPL28;SHANK3;EPHA3;SRC;RPL12;PSEN2;PIK3R3;CXCR4;PIK3R2;KALRN;EFNA4;PSMB10;APH1A;ABLIM1;PSMB5;ABLIM3;CLTCL1;AP2S1;RPL14;RPS3;NCAM1;SLIT3;RPS2;SCN3B;SPTBN1;VASP;CNTN6;SIAH2;RDX;LIMK1;PTPN11;L1CAM;PSMB8;PSMC3;CDK5;PSMC4;RPL27A;KIF4A;PLXNB1;FAU;AGRN;RPS24
Reactome_2022	TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541	23/100	8.233514e-03	3.593667e-01	0	0	1.880241e+00	9.024299e+00	EDA;TNFRSF13B;FBXW11;TNFRSF9;TNFRSF18;EDA2R;PSMB10;PSMB8;NFKB2;RELB;PSMA5;PSMB5;PSMD4;PSMC3;PSMC4;PSME1;LTA;TNFSF11;PSME2;CD27;LTB;SKP1;BIRC3
Reactome_2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	49/254	8.376170e-03	3.593667e-01	0	0	1.507747e+00	7.210595e+00	SERPINA3;DGKE;SERPINA1;ITGB3;OLA1;MPL;CLU;VPS72;HABP4;RAC2;PHACTR2;CD36;VAV3;VWF;ADRA2C;RNASE1;DGKZ;F8;MMRN1;PIK3CA;PECAM1;PFN1;MGLL;RAPGEF3;TEX264;SRC;STXBP2;ENDOD1;ITPR1;PIK3R3;PIK3R2;PRKCZ;RASGRP1;CLEC3B;GNG5;STX4;CSK;AAMP;TGFB1;APOOL;HSPA5;VEGFC;PTPN11;GNG11;MANF;ALB;PTPN6;CALM1;F2RL2
Reactome_2022	Metabolism R-HSA-1430728	318/2049	8.546007e-03	3.593667e-01	0	0	1.171720e+00	5.580070e+00	DMGDH;HPSE2;CPNE7;SLC23A1;NUDT1;ACSM5;RPL8;NUDT3;RPS15;IL4I1;LIPE;PPP2R1B;RPS19;PSMD4;FLAD1;NDST4;LIPH;CHEK2;RPL36;RPL35;MLYCD;RPS11;GLUL;PDK2;PRKAB2;CPT1A;TSTD1;NUP210;ACSL1;CSNK2A2;ENTPD7;PHKA2;GCAT;CYP27A1;GNPAT;CYP2U1;HMBS;PSME1;PSME2;PRKD2;HECA;SUCLG1;RPL29;AURKAIP1;RPL28;CES2;ACOT4;HS3ST3A1;RETSAT;ABCB7;NPRL2;STXBP1;MTMR9;PIK3R3;PIK3R2;PLA2G5;ADH7;SDSL;GNS;SGPL1;CYB5R3;INPP5A;CHST11;RDH11;PTPMT1;ARSI;NAALAD2;APOB;PCK1;HMOX2;ST3GAL3;GPIHBP1;SLC19A2;GSTM4;ABCA1;CYP4F3;STARD10;PYCR1;NR1D1;GNG11;AIMP1;CS;NDUFAF4;RPL27A;CYP1A1;ALDH18A1;CALM1;LDHAL6A;ITPA;RPS24;LGMN;MTMR10;MTMR12;GBE1;RPLP1;RPLP0;PYGM;MED18;MED17;OSBPL10;GYS2;ATIC;SMPD4;AUH;HYAL3;IDS;TK2;TK1;CD36;CBR1;PCYT1A;STARD3NL;GSTO1;BHMT2;ELOVL2;ELOVL3;BGN;NME2;NME3;PARP9;COQ10B;PSMA5;UGDH;MED25;PITPNM3;PLIN3;ALDOC;MOCS1;RAPGEF3;MGLL;VAMP2;DTYMK;AHCY;ADH1A;RPL12;DLST;ABCB11;COX5B;ADCY8;TYMS;ADCY6;NT5E;PSMB5;HAS3;GPC3;RPL14;RPS3;RPS2;AOC3;BCHE;ARNT2;AOC2;PNPLA7;GK;KCNB1;NUBPL;FABP9;G0S2;NMNAT2;CYP8B1;LYVE1;PSMB8;AGMAT;PPP1CA;ALDH4A1;NUDT7;PDP2;FABP4;AADAC;PSMC3;GPAM;PSMC4;PCDHB16;RIMBP2;PNPLA5;ESYT1;FAU;AGRN;OTC;PNPLA2;VKORC1L1;ALDH1L1;TPMT;CYP46A1;FABP12;CNDP2;STK11;FPGS;HADH;ACAA1;GYG2;RPS9;DGAT2;PCYT2;RPS8;SPNS2;DIO2;NOSIP;COX6B1;PHOSPHO1;TBL1XR1;MAPKAPK2;GPD1;PLA2G10;SBDS;DPEP1;PFKFB1;ISYNA1;PFKFB3;INSIG2;ALOX15;ITPR1;LPL;GLYAT;HMMR;CYP2C19;PKMYT1;ACACB;MTM1;TPO;FUT7;DSEL;PMVK;PGK1;MPST;ACBD6;PDHA2;ACBD5;UBE2I;SRD5A2;CAV1;OSBPL2;IDH2;PHKB;SYNJ2;CYP4F11;NMRAL1;MLXIPL;GCLC;PROC;ALB;SERINC1;MAN2B1;SERINC3;ALAS2;B4GALT1;PODXL2;ADPGK;CHD9;GADL1;ACSM2A;ETFA;ACSM2B;CA3;CA5B;CA4;NUP62;PRKG2;PGLS;GUSB;HIBCH;SH3D19;HSP90AA1;EGFL7;ABCC2;PCDHGA5;PTGIS;SORD;ADRA2C;INMT;LMBRD1;PCCA;RRM2B;DDAH1;PIK3CA;ACOX1;NDUFS4;SLC25A10;NDUFS1;LALBA;AGXT;NAT8L;B4GALT6;ASPA;BLVRA;ST6GALNAC6;PAOX;ACSS3;PPM1L;CD163L1;PLA2G1B;TYRP1;ETFDH;NDUFB1;HSD17B13;CYP3A4;AGPAT2;PSMB10;UGP2;GNG5;MAT2A;OXCT1;FAM120B;PHKG2;PDSS2;NUP43;CYB5B;PLA2G2F;PLA2G2D;RRM2;KCNJ11;MBOAT1;MBOAT2;HS3ST2;GSTZ1;SUCLA2;CYP24A1;FOLR2
Reactome_2022	Infectious Disease R-HSA-5663205	158/961	8.587419e-03	3.593667e-01	0	0	1.247956e+00	5.937098e+00	CCNH;HTR4;RPL8;ANTXR2;PYCARD;RPS15;PSMD4;SNRPD2;TRIM28;RPS19;RPL36;RCC1;RPL35;RPS11;SKP1;DAXX;LHCGR;RPS9;MAP2K2;NUP210;RPS8;IL1R1;WNT5A;MOGS;CYBA;GTF2F1;RNASE1;TUFM;DYNC1LI2;HGS;TBL1XR1;PSME1;PSME2;DPEP1;CHMP4B;GEMIN6;MASP1;SNRPF;RPL29;RPL28;IFNAR1;SNRPB;ADCYAP1R1;CUL5;RPN1;ITPR1;GPR84;CORO1A;CRHR2;PDZD3;CALCR;PGK1;DRD1;ST3GAL3;MAP2K6;GSDMD;CPSF4;UBE2I;TGFB1;XRCC4;CAV1;HMGA1;ISG15;GNG11;NFKB2;IL6;HNRNPK;RPL27A;CHMP2B;CHMP2A;NMT2;CALR;CALM1;RPS24;EZH2;GPR27;PCSK2;GPR25;FEN1;RPLP1;ARPC1B;RPLP0;CLTA;PTH1R;IFNA8;MAP1LC3B;PSTPIP1;NUP62;MRC1;BLNK;HMG20B;IKBKE;IL10;VAV3;HSP90AA1;TBP;PARP1;SFTPD;GLP2R;IL18;VPS37D;GPBAR1;TYK2;PARP9;PSMA5;MYH2;ADORA2A;IRF7;ST6GALNAC3;SLC25A4;VAMP2;SRC;RPL12;CXCR4;TAF1L;ADCY8;PSMB10;ADCY6;NT5E;PSMB5;MTA1;GNG5;PABPN1;POLR2C;SAP30L;AP2S1;GPC3;RPL14;RPS3;NUP43;POLR2G;RPS2;MTA2;TAF9B;POLR2I;MTA3;WASF3;BRD4;CRBN;TAF10;SCTR;PTPN11;PSMB8;TARBP1;TJP1;P2RX4;PSMC3;PSMC4;BRMS1L;ADM2;VPS41;TAF7;PTPN6;TAF6;PDCD1;FAU;AGRN;RAMP1
